loan_id,customer_id,loan_purpose,loan_amount,outstanding_balance,interest_rate,tenure_months,emi_amount,disbursal_date,loan_status
LN04682,CUST04682,Home Loan,2743000,1607634.03,7.77,60,55316.71,2021-12-24,30 DPD
LN04683,CUST04683,Personal Loan,321000,146380.73,13.11,12,28687.41,2023-07-31,NPA
LN04684,CUST04684,Personal Loan,210000,138226.95,13.85,48,5722.77,2019-04-24,Active
LN04685,CUST04685,Personal Loan,167000,107104.09,14.55,48,4609.73,2022-05-07,Active
LN04686,CUST04686,Personal Loan,365000,113930.6,13.82,12,32741.39,2019-02-20,Written-Off
LN04687,CUST04687,Personal Loan,182000,126904.23,13.68,48,4944.25,2022-05-26,Active
LN04688,CUST04688,Personal Loan,333000,167277.57,12.61,180,4128.17,2020-01-09,90+ DPD
LN04689,CUST04689,Personal Loan,391000,230050.36,15.02,36,13557.97,2021-11-05,60 DPD
LN04690,CUST04690,Home Loan,1727000,801153.35,7.44,60,34556.32,2022-12-31,90+ DPD
LN04691,CUST04691,Auto Loan,562000,358792.37,8.76,36,17808.74,2019-07-09,Active
LN04692,CUST04692,Education Loan,477000,246537.83,9.12,24,21817.89,2023-11-05,90+ DPD
LN04693,CUST04693,Personal Loan,220000,163867.45,13.97,36,7515.87,2019-02-06,Active
LN04694,CUST04694,Auto Loan,510000,336181.68,9.68,60,10755.87,2020-03-20,Active
LN04695,CUST04695,Personal Loan,252000,164899.84,13.01,36,8492.09,2020-11-27,Active
LN04696,CUST04696,Home Loan,1922000,1299430.44,7.84,60,38824.22,2019-06-22,Active
LN04697,CUST04697,Personal Loan,344000,246476.42,14.91,180,4793.39,2022-09-17,Active
LN04698,CUST04698,Home Loan,2559000,1850674.95,8.77,24,116637.39,2022-01-16,Active
LN04699,CUST04699,Auto Loan,396000,294179.54,10.72,84,6722.33,2020-09-29,Active
LN04700,CUST04700,Personal Loan,456000,331838.74,15.15,12,41190.07,2023-12-14,Active
LN04701,CUST04701,Home Loan,2276000,1458057.59,10.12,12,200223.61,2022-07-01,Active
LN04702,CUST04702,Personal Loan,294000,194250.93,12.78,24,13946.93,2020-01-21,Active
LN04703,CUST04703,Business Loan,843000,571130.07,12.2,60,18837.38,2020-04-23,Active
LN04704,CUST04704,Personal Loan,299000,222464.24,14.13,12,26864.64,2021-03-15,Active
LN04705,CUST04705,Gold Loan,109000,76913.79,9.09,84,1758.69,2021-08-07,Active
LN04706,CUST04706,Gold Loan,89000,66713.13,8.46,12,7760.91,2019-10-12,Active
LN04707,CUST04707,Education Loan,450000,302954.58,7.37,60,8989.3,2021-01-17,Active
LN04708,CUST04708,Education Loan,715000,529926.26,10.58,84,12085.22,2019-07-25,Active
LN04709,CUST04709,Personal Loan,351000,251349.82,14.98,36,12164.09,2020-01-10,Active
LN04710,CUST04710,Personal Loan,410000,217649.42,14.09,60,9559.12,2021-07-24,90+ DPD
LN04711,CUST04711,Gold Loan,124000,91920.62,8.98,36,3942.01,2019-04-23,Active
LN04712,CUST04712,Personal Loan,227000,156281.62,13.06,36,7655.09,2021-02-17,Active
LN04713,CUST04713,Home Loan,2114000,1555047.28,8.6,120,26323.77,2021-08-11,Active
LN04714,CUST04714,Home Loan,2885000,2158310.03,9.57,48,72576.73,2022-06-01,Active
LN04715,CUST04715,Auto Loan,914000,590485.98,10.44,120,12302.37,2019-10-03,30 DPD
LN04716,CUST04716,Personal Loan,275000,183326.72,11.76,36,9102.44,2023-09-26,Active
LN04717,CUST04717,Home Loan,1447000,966304.88,9.78,48,36546.97,2020-02-19,Active
LN04718,CUST04718,Education Loan,646000,335883.94,10.04,24,29821.55,2022-11-13,90+ DPD
LN04719,CUST04719,Personal Loan,400000,194248.24,12.64,60,9027.68,2019-12-18,90+ DPD
LN04720,CUST04720,Personal Loan,346000,236574.99,13.97,48,9449.75,2021-12-09,Active
LN04721,CUST04721,Home Loan,3572000,2488732.88,8.67,12,311830.31,2021-06-23,Active
LN04722,CUST04722,Home Loan,1063000,786688.61,8.66,60,21891.14,2021-11-30,Active
LN04723,CUST04723,Home Loan,1807000,605063.73,7.69,24,81470.47,2023-03-15,Written-Off
LN04724,CUST04724,Personal Loan,302000,202411.27,13.29,120,4560.99,2023-03-26,Active
LN04725,CUST04725,Education Loan,341000,222515.65,8.21,60,6948.57,2020-11-23,Active
LN04726,CUST04726,Education Loan,638000,427525.45,10.48,84,10750.46,2021-05-17,Active
LN04727,CUST04727,Home Loan,1618000,786372.55,7.81,120,19468.74,2019-06-26,90+ DPD
LN04728,CUST04728,Business Loan,1403000,1010047.52,12.9,24,66635.3,2020-02-14,Active
LN04729,CUST04729,Home Loan,1863000,1276788.62,8.99,48,46351.99,2022-02-05,Active
LN04730,CUST04730,Home Loan,3550000,2661675.89,8.18,12,309104.45,2023-05-22,Active
LN04731,CUST04731,Business Loan,753000,482959.57,11.4,12,66691.97,2019-02-05,Active
LN04732,CUST04732,Home Loan,728000,493113.19,8.67,12,63553.32,2020-02-11,Active
LN04733,CUST04733,Auto Loan,730000,472432.18,10.87,60,15824.68,2019-12-16,Active
LN04734,CUST04734,Home Loan,3011000,2040348.03,9.15,60,62722.84,2022-04-05,Active
LN04735,CUST04735,Home Loan,1722000,1181796.25,8.95,24,78629.63,2019-11-11,Active
LN04736,CUST04736,Auto Loan,1033000,690970.49,9.87,36,33268.99,2023-12-20,30 DPD
LN04737,CUST04737,Home Loan,3526000,2416555.56,9.15,36,112372.18,2019-10-06,Active
LN04738,CUST04738,Home Loan,2367000,1232812.99,7.27,36,73378.64,2021-07-27,60 DPD
LN04739,CUST04739,Personal Loan,329000,199341.0,13.7,60,7604.18,2020-09-03,60 DPD
LN04740,CUST04740,Personal Loan,301000,196806.23,13.51,84,5559.58,2021-03-03,Active
LN04741,CUST04741,Education Loan,598000,433276.36,8.52,48,14745.33,2019-12-06,Active
LN04742,CUST04742,Education Loan,628000,337125.81,9.22,84,10174.2,2021-12-19,60 DPD
LN04743,CUST04743,Auto Loan,352000,260964.01,11.35,48,9157.57,2019-04-12,Active
LN04744,CUST04744,Home Loan,3758000,1594561.55,8.96,60,77936.96,2023-08-24,NPA
LN04745,CUST04745,Personal Loan,407000,298618.4,14.25,24,19589.35,2019-06-10,Active
LN04746,CUST04746,Auto Loan,480000,328386.1,9.64,36,15407.25,2021-09-24,Active
LN04747,CUST04747,Home Loan,3589000,2468527.11,7.16,84,54448.77,2023-09-25,Active
LN04748,CUST04748,Personal Loan,472000,303108.56,14.7,240,6110.88,2021-03-25,30 DPD
LN04749,CUST04749,Education Loan,243000,168237.38,8.91,84,3898.56,2020-06-28,Active
LN04750,CUST04750,Personal Loan,362000,244488.87,13.24,24,17250.98,2022-08-10,Active
LN04751,CUST04751,Auto Loan,893000,593660.14,8.92,24,40763.7,2022-03-21,Active
LN04752,CUST04752,Home Loan,2774000,1851510.25,9.61,48,69837.39,2023-01-20,Active
LN04753,CUST04753,Education Loan,676000,348808.46,9.76,84,11138.75,2022-10-06,90+ DPD
LN04754,CUST04754,Home Loan,2650000,803504.71,8.39,36,83518.97,2021-05-19,Written-Off
LN04755,CUST04755,Business Loan,1148000,804376.23,12.49,84,20567.39,2021-03-27,Active
LN04756,CUST04756,Home Loan,1075000,731209.47,8.2,60,21900.16,2023-10-17,Active
LN04757,CUST04757,Business Loan,803000,442300.94,11.52,84,13969.85,2023-12-27,60 DPD
LN04758,CUST04758,Personal Loan,414000,297249.01,12.56,60,9326.79,2020-04-10,Active
LN04759,CUST04759,Auto Loan,554000,384538.67,8.95,60,11486.69,2023-03-07,Active
LN04760,CUST04760,Business Loan,983000,635199.1,12.86,36,33054.91,2021-12-17,Active
LN04761,CUST04761,Home Loan,1653000,1222932.94,9.51,84,27025.07,2023-10-20,Active
LN04762,CUST04762,Home Loan,2002000,1478531.48,7.14,120,23389.63,2021-06-02,Active
LN04763,CUST04763,Business Loan,1102000,755258.56,11.96,120,15785.03,2019-12-19,Active
LN04764,CUST04764,Personal Loan,288000,184045.69,13.58,12,25801.81,2021-08-12,Active
LN04765,CUST04765,Auto Loan,318000,166636.14,9.48,60,6675.48,2023-07-15,60 DPD
LN04766,CUST04766,Home Loan,1933000,1339191.43,7.85,240,15988.4,2022-03-13,Active
LN04767,CUST04767,Auto Loan,993000,642134.08,10.08,60,21137.42,2021-09-15,Active
LN04768,CUST04768,Home Loan,3302000,2269672.63,7.94,36,103381.31,2020-10-17,Active
LN04769,CUST04769,Auto Loan,707000,465804.56,10.03,120,9354.81,2022-12-11,Active
LN04770,CUST04770,Personal Loan,330000,240166.77,12.64,36,11061.87,2022-08-11,Active
LN04771,CUST04771,Personal Loan,242000,164282.2,13.03,12,21618.19,2020-07-11,Active
LN04772,CUST04772,Home Loan,3539000,1540353.88,8.28,48,86863.23,2023-02-27,NPA
LN04773,CUST04773,Auto Loan,645000,264317.97,9.73,24,29683.16,2020-02-26,NPA
LN04774,CUST04774,Personal Loan,189000,109302.37,14.42,24,9111.98,2022-03-20,60 DPD
LN04775,CUST04775,Personal Loan,147000,106503.67,13.06,60,3349.22,2019-01-26,Active
LN04776,CUST04776,Auto Loan,334000,222825.11,10.75,60,7220.4,2020-08-15,Active
LN04777,CUST04777,Home Loan,1905000,1346624.61,7.0,180,17122.68,2023-06-26,Active
LN04778,CUST04778,Business Loan,1494000,1061151.93,12.0,84,26373.18,2020-09-12,Active
LN04779,CUST04779,Education Loan,901000,297832.25,7.82,120,10846.11,2019-10-07,Written-Off
LN04780,CUST04780,Personal Loan,396000,204162.89,14.49,48,10918.87,2020-09-30,90+ DPD
LN04781,CUST04781,Home Loan,1193000,623442.76,10.12,48,30326.36,2020-09-10,90+ DPD
LN04782,CUST04782,Auto Loan,466000,336815.77,9.97,60,9894.25,2022-04-08,Active
LN04783,CUST04783,Home Loan,1668000,1171067.21,9.88,84,27587.46,2022-02-23,Active
LN04784,CUST04784,Education Loan,457000,276214.02,8.86,60,9455.55,2020-06-22,60 DPD
LN04785,CUST04785,Personal Loan,224000,162467.59,14.29,36,7687.38,2019-05-10,Active
LN04786,CUST04786,Home Loan,2967000,1780240.18,9.18,48,74087.77,2023-07-10,60 DPD
LN04787,CUST04787,Home Loan,2286000,1587925.13,8.38,48,56216.6,2022-03-05,Active
LN04788,CUST04788,Gold Loan,189000,110110.19,8.99,12,16527.45,2021-04-26,60 DPD
LN04789,CUST04789,Education Loan,589000,432677.34,9.77,120,7708.86,2020-01-16,Active
LN04790,CUST04790,Home Loan,3483000,2431916.27,8.66,60,71727.97,2020-11-11,Active
LN04791,CUST04791,Gold Loan,117000,86091.93,9.28,84,1899.09,2019-05-21,Active
LN04792,CUST04792,Home Loan,3215000,1078872.96,10.21,36,104056.27,2019-04-01,Written-Off
LN04793,CUST04793,Education Loan,387000,279530.3,11.1,60,8433.63,2020-10-23,Active
LN04794,CUST04794,Auto Loan,688000,510376.4,10.68,180,7682.1,2019-02-16,Active
LN04795,CUST04795,Education Loan,375000,182157.8,11.15,36,12303.67,2019-10-30,90+ DPD
LN04796,CUST04796,Personal Loan,332000,233860.78,12.62,48,8844.24,2020-07-30,Active
LN04797,CUST04797,Personal Loan,419000,279965.02,14.16,48,11483.45,2019-07-16,Active
LN04798,CUST04798,Auto Loan,946000,474763.24,10.69,48,24307.69,2020-02-17,90+ DPD
LN04799,CUST04799,Personal Loan,332000,228220.29,13.17,60,7582.94,2019-12-01,Active
LN04800,CUST04800,Home Loan,2395000,1650059.39,10.23,48,61008.27,2022-10-29,Active
LN04801,CUST04801,Auto Loan,696000,460031.59,11.29,84,12023.61,2021-03-08,Active
LN04802,CUST04802,Auto Loan,1021000,722734.08,10.43,60,21909.88,2021-01-31,Active
LN04803,CUST04803,Personal Loan,224000,162848.57,12.93,36,7539.89,2019-10-29,Active
LN04804,CUST04804,Personal Loan,342000,228361.61,12.27,180,4164.17,2022-07-09,Active
LN04805,CUST04805,Personal Loan,401000,261228.12,12.67,36,13447.62,2023-06-11,Active
LN04806,CUST04806,Education Loan,499000,332447.73,10.81,60,10802.25,2020-07-17,Active
LN04807,CUST04807,Auto Loan,895000,646604.78,9.78,24,41208.89,2021-10-25,Active
LN04808,CUST04808,Education Loan,833000,536979.35,10.42,180,9166.7,2020-12-26,Active
LN04809,CUST04809,Education Loan,486000,279464.02,9.79,180,5160.32,2023-04-26,60 DPD
LN04810,CUST04810,Education Loan,462000,337134.55,7.88,48,11252.76,2022-11-28,Active
LN04811,CUST04811,Home Loan,2666000,1758943.63,8.29,24,120928.88,2020-11-09,30 DPD
LN04812,CUST04812,Home Loan,2868000,2146978.91,7.73,84,44316.44,2019-01-30,Active
LN04813,CUST04813,Education Loan,700000,508461.47,10.17,36,22642.94,2023-05-03,Active
LN04814,CUST04814,Home Loan,3444000,1048969.53,9.21,84,55778.53,2020-12-21,Written-Off
LN04815,CUST04815,Gold Loan,165000,111630.95,8.85,180,1658.85,2023-09-20,Active
LN04816,CUST04816,Business Loan,410000,271383.28,13.23,60,9377.1,2020-09-26,Active
LN04817,CUST04817,Personal Loan,170000,115573.27,14.37,120,2677.48,2019-05-31,Active
LN04818,CUST04818,Personal Loan,387000,274442.2,13.16,36,13069.4,2022-10-15,Active
LN04819,CUST04819,Personal Loan,243000,162835.8,13.94,180,3226.34,2021-08-13,Active
LN04820,CUST04820,Education Loan,656000,427703.11,8.87,36,20820.96,2023-09-10,Active
LN04821,CUST04821,Education Loan,624000,447937.05,9.23,36,19909.9,2021-06-02,Active
LN04822,CUST04822,Home Loan,2361000,1536266.11,8.99,120,29895.37,2021-11-02,Active
LN04823,CUST04823,Education Loan,376000,279796.31,9.55,60,7905.89,2019-04-20,Active
LN04824,CUST04824,Auto Loan,664000,338045.56,8.87,84,10639.39,2023-11-05,90+ DPD
LN04825,CUST04825,Home Loan,2652000,1918710.87,8.83,120,33350.91,2021-11-27,Active
LN04826,CUST04826,Personal Loan,176000,128520.76,13.25,60,4027.1,2021-03-17,Active
LN04827,CUST04827,Personal Loan,384000,272578.09,12.86,36,12912.6,2022-10-14,Active
LN04828,CUST04828,Home Loan,3026000,2168052.52,7.62,84,46593.04,2023-01-15,Active
LN04829,CUST04829,Home Loan,2640000,1227349.38,8.35,24,119821.91,2020-02-07,NPA
LN04830,CUST04830,Home Loan,2643000,1819931.01,8.7,36,83678.15,2020-11-22,Active
LN04831,CUST04831,Business Loan,1427000,910154.71,11.82,60,31613.18,2020-02-29,Active
LN04832,CUST04832,Home Loan,1951000,1456004.29,8.74,180,19487.72,2019-05-02,Active
LN04833,CUST04833,Personal Loan,268000,178168.06,13.29,84,4917.8,2019-04-02,Active
LN04834,CUST04834,Home Loan,2547000,1666604.14,8.97,48,63345.93,2019-01-27,Active
LN04835,CUST04835,Education Loan,413000,305996.43,9.38,120,5317.02,2021-07-07,Active
LN04836,CUST04836,Auto Loan,673000,382279.63,8.69,180,6702.46,2022-11-07,60 DPD
LN04837,CUST04837,Education Loan,264000,176487.1,8.54,48,6512.14,2019-01-19,Active
LN04838,CUST04838,Auto Loan,620000,417284.83,9.58,36,19883.62,2019-12-02,30 DPD
LN04839,CUST04839,Auto Loan,675000,495266.63,11.01,36,22101.83,2022-12-13,Active
LN04840,CUST04840,Personal Loan,233000,160485.47,12.74,48,6220.78,2020-01-24,Active
LN04841,CUST04841,Auto Loan,972000,724208.57,10.31,24,44992.07,2023-06-12,Active
LN04842,CUST04842,Home Loan,2828000,1832508.5,8.83,60,58471.58,2019-04-03,Active
LN04843,CUST04843,Auto Loan,677000,502998.06,9.03,84,10902.62,2019-09-19,Active
LN04844,CUST04844,Home Loan,2052000,1414425.23,8.28,60,41882.68,2019-02-10,Active
LN04845,CUST04845,Business Loan,538000,370903.31,12.12,240,5968.91,2023-09-14,Active
LN04846,CUST04846,Personal Loan,239000,164551.17,13.28,60,5472.3,2022-12-22,Active
LN04847,CUST04847,Personal Loan,306000,151124.38,13.95,12,27467.66,2021-01-21,90+ DPD
LN04848,CUST04848,Auto Loan,685000,305983.5,10.42,60,14696.19,2019-02-17,NPA
LN04849,CUST04849,Education Loan,388000,135701.41,9.67,180,4091.49,2022-12-15,Written-Off
LN04850,CUST04850,Personal Loan,450000,287608.04,14.23,24,21654.72,2020-08-27,Active
LN04851,CUST04851,Personal Loan,399000,199302.76,13.5,36,13540.18,2022-04-22,90+ DPD
LN04852,CUST04852,Home Loan,2172000,1453954.88,8.59,84,34495.23,2019-09-13,Active
LN04853,CUST04853,Home Loan,2939000,1930307.96,8.73,36,93090.53,2020-06-28,Active
LN04854,CUST04854,Home Loan,3472000,2574741.8,7.62,84,53460.36,2019-08-07,Active
LN04855,CUST04855,Home Loan,2761000,1879563.59,8.96,48,68655.17,2022-12-13,Active
LN04856,CUST04856,Business Loan,950000,602045.91,11.51,84,16522.18,2019-04-12,30 DPD
LN04857,CUST04857,Education Loan,228000,169214.18,9.33,60,4769.5,2022-10-23,Active
LN04858,CUST04858,Home Loan,2450000,1377796.15,8.94,24,111860.18,2021-06-20,60 DPD
LN04859,CUST04859,Home Loan,1932000,1052688.9,8.86,48,47949.57,2019-10-29,60 DPD
LN04860,CUST04860,Personal Loan,247000,130256.91,12.36,48,6548.2,2023-05-29,60 DPD
LN04861,CUST04861,Personal Loan,271000,137523.73,12.37,120,3946.25,2021-10-10,90+ DPD
LN04862,CUST04862,Education Loan,467000,345605.34,8.7,60,9626.3,2021-11-25,Active
LN04863,CUST04863,Personal Loan,266000,171991.8,13.66,84,4935.02,2020-03-03,Active
LN04864,CUST04864,Business Loan,600000,412599.75,13.05,48,16111.39,2019-05-15,Active
LN04865,CUST04865,Home Loan,1188000,846177.7,8.11,84,18581.6,2022-08-01,Active
LN04866,CUST04866,Personal Loan,374000,242662.43,12.75,24,17736.76,2023-10-10,Active
LN04867,CUST04867,Business Loan,1510000,975996.66,11.25,12,133632.45,2020-07-30,Active
LN04868,CUST04868,Home Loan,2578000,1543857.47,8.85,36,81799.85,2019-11-12,30 DPD
LN04869,CUST04869,Personal Loan,201000,131106.8,14.36,84,3806.83,2020-01-03,Active
LN04870,CUST04870,Home Loan,3242000,2204575.73,9.31,60,67787.4,2022-08-07,Active
LN04871,CUST04871,Personal Loan,486000,332251.99,12.96,48,13028.52,2019-08-27,Active
LN04872,CUST04872,Home Loan,3410000,1095527.86,7.29,120,40104.54,2020-11-27,Written-Off
LN04873,CUST04873,Business Loan,1404000,972622.51,12.07,60,31280.89,2019-01-29,Active
LN04874,CUST04874,Business Loan,650000,195362.84,13.19,60,14852.8,2019-07-24,Written-Off
LN04875,CUST04875,Business Loan,831000,591741.48,12.35,240,9353.6,2023-03-04,Active
LN04876,CUST04876,Personal Loan,409000,239524.76,12.41,60,9182.95,2019-08-20,60 DPD
LN04877,CUST04877,Gold Loan,96000,29251.65,8.95,84,1542.12,2021-06-26,Written-Off
LN04878,CUST04878,Education Loan,417000,250679.84,8.69,48,10315.79,2021-05-04,30 DPD
LN04879,CUST04879,Personal Loan,317000,212093.12,13.76,12,28426.73,2020-09-13,Active
LN04880,CUST04880,Home Loan,2904000,1430833.29,8.47,120,35958.87,2020-08-14,90+ DPD
LN04881,CUST04881,Auto Loan,642000,204529.68,9.78,180,6812.82,2023-09-18,Written-Off
LN04882,CUST04882,Auto Loan,702000,463767.8,9.5,48,17636.44,2019-12-02,Active
LN04883,CUST04883,Home Loan,2624000,790761.2,8.84,60,54266.39,2020-01-25,Written-Off
LN04884,CUST04884,Personal Loan,280000,135107.76,14.46,48,7716.18,2023-04-21,90+ DPD
LN04885,CUST04885,Gold Loan,127000,74904.37,10.29,240,1250.08,2019-02-21,60 DPD
LN04886,CUST04886,Personal Loan,289000,186134.6,13.83,180,3815.78,2022-10-26,Active
LN04887,CUST04887,Personal Loan,251000,122653.33,14.52,12,22598.02,2023-12-24,90+ DPD
LN04888,CUST04888,Business Loan,1268000,835850.77,11.19,84,21838.13,2020-06-20,Active
LN04889,CUST04889,Home Loan,2729000,1958487.43,8.23,60,55635.16,2019-06-17,Active
LN04890,CUST04890,Business Loan,978000,659942.33,11.23,12,86542.22,2021-07-20,Active
LN04891,CUST04891,Education Loan,464000,316537.91,9.11,48,11570.91,2021-08-13,Active
LN04892,CUST04892,Personal Loan,394000,291825.51,12.68,24,18672.31,2023-12-26,Active
LN04893,CUST04893,Home Loan,2224000,1570721.6,9.8,120,29144.57,2019-12-17,Active
LN04894,CUST04894,Home Loan,3044000,2222667.5,8.2,12,265074.35,2020-05-29,Active
LN04895,CUST04895,Personal Loan,407000,290822.88,13.39,120,6170.93,2020-10-14,Active
LN04896,CUST04896,Auto Loan,803000,542764.11,8.76,180,8030.32,2022-09-09,30 DPD
LN04897,CUST04897,Personal Loan,155000,50763.64,11.89,24,7288.43,2022-03-08,Written-Off
LN04898,CUST04898,Education Loan,436000,185733.54,10.86,84,7433.33,2020-03-07,NPA
LN04899,CUST04899,Auto Loan,521000,372835.77,9.81,60,11021.07,2021-09-01,Active
LN04900,CUST04900,Personal Loan,192000,140117.53,15.34,180,2732.06,2021-04-07,Active
LN04901,CUST04901,Gold Loan,199000,120799.66,8.88,84,3189.62,2019-01-02,60 DPD
LN04902,CUST04902,Auto Loan,779000,550750.59,9.0,84,12533.39,2022-09-20,Active
LN04903,CUST04903,Business Loan,231000,168623.33,12.02,180,2775.36,2021-08-23,Active
LN04904,CUST04904,Home Loan,2492000,1787871.38,8.56,36,78735.6,2023-12-10,Active
LN04905,CUST04905,Auto Loan,561000,406552.02,10.11,48,14258.06,2020-06-30,Active
LN04906,CUST04906,Auto Loan,895000,454140.37,9.94,120,11797.77,2021-03-29,90+ DPD
LN04907,CUST04907,Business Loan,802000,537536.44,10.79,24,37301.34,2023-11-07,Active
LN04908,CUST04908,Personal Loan,329000,193101.74,12.27,180,4005.88,2019-04-18,30 DPD
LN04909,CUST04909,Home Loan,2729000,1594751.17,9.43,84,44504.96,2020-09-16,60 DPD
LN04910,CUST04910,Personal Loan,226000,165165.41,15.07,48,6297.77,2019-02-25,Active
LN04911,CUST04911,Home Loan,1745000,1145868.39,8.27,48,42822.05,2019-02-09,30 DPD
LN04912,CUST04912,Home Loan,4020000,2580668.67,7.04,24,180058.67,2020-05-19,Active
LN04913,CUST04913,Personal Loan,335000,215634.76,14.46,24,16157.21,2021-08-30,Active
LN04914,CUST04914,Business Loan,1015000,658838.79,11.32,48,26391.22,2020-11-29,Active
LN04915,CUST04915,Home Loan,3407000,2487960.58,8.78,120,42753.83,2019-01-12,Active
LN04916,CUST04916,Home Loan,3818000,2696255.04,8.08,60,77561.53,2023-12-13,Active
LN04917,CUST04917,Business Loan,1450000,1020570.55,11.6,60,31962.12,2019-08-23,Active
LN04918,CUST04918,Personal Loan,176000,54331.19,12.81,48,4705.06,2023-07-10,Written-Off
LN04919,CUST04919,Gold Loan,151000,97563.0,10.12,36,4880.86,2022-08-13,Active
LN04920,CUST04920,Home Loan,2292000,1510895.61,8.86,240,20415.8,2021-07-04,30 DPD
LN04921,CUST04921,Personal Loan,471000,344157.57,13.76,12,42236.56,2020-02-28,Active
LN04922,CUST04922,Home Loan,3034000,2019967.74,8.53,48,74825.93,2023-05-16,Active
LN04923,CUST04923,Gold Loan,92000,31359.36,9.31,84,1494.71,2023-04-19,Written-Off
LN04924,CUST04924,Business Loan,448000,216988.39,11.05,60,9751.78,2019-10-02,90+ DPD
LN04925,CUST04925,Education Loan,743000,541533.37,9.92,48,18815.87,2022-04-11,Active
LN04926,CUST04926,Home Loan,2491000,1607257.92,9.47,240,23170.61,2020-08-25,Active
LN04927,CUST04927,Gold Loan,148000,100089.75,9.18,60,3085.18,2021-11-18,Active
LN04928,CUST04928,Business Loan,897000,467698.96,12.69,36,30089.71,2020-06-14,90+ DPD
LN04929,CUST04929,Personal Loan,225000,150747.09,13.17,120,3382.09,2023-11-06,Active
LN04930,CUST04930,Auto Loan,708000,454559.59,10.33,36,22955.02,2022-04-22,Active
LN04931,CUST04931,Gold Loan,186000,121720.9,8.69,60,3833.13,2023-04-12,Active
LN04932,CUST04932,Personal Loan,297000,221469.85,12.18,120,4292.05,2020-10-03,Active
LN04933,CUST04933,Home Loan,3286000,2316719.18,8.31,240,28122.75,2020-02-28,Active
